Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err
Stereo Love,2011,1998,13,1980,31
Stereo Love,2011,1998,13,1983,28
Stitch By Stitch,2011,1998,13,2010,1
Stronger (What Doesn't Kill You),2012,1999,13,1980,32
Stupid Boy,2012,1999,13,1980,32
Super Bass,2011,1998,13,2011,0
Take A Back Road,2011,1998,13,2011,0
Take Over Control,2011,1998,13,2011,0
The Cave,2011,1998,13,1992,19
The Climb,2009,1996,13,1980,29
The Climb,2009,1996,13,1980,29
The Edge Of Glory,2011,1998,13,1980,31
Thinkin Bout You,2012,1999,13,2013,1
Till The World Ends,2011,1998,13,2009,2
Tomorrow,2011,1998,13,1980,31
We Are Young,2011,1998,13,2010,1
What The Hell,2011,1998,13,1980,31
When I Get You Alone,2011,1998,13,2010,1
White Iverson,2015,2002,13,2004,11
Who Says,2011,1998,13,2011,0
Wiggle,2014,2001,13,2014,0
Work B**ch!,2013,2000,13,1997,16
You,2012,1999,13,2012,0
You And Tequila,2011,1998,13,2011,0
You Da One,2011,1998,13,1980,31
Young Forever,2010,1997,13,2009,1
(Kissed You) Good Night,2012,1998,14,1980,32
2 On,2014,2000,14,2000,14
2 Reasons,2012,1998,14,2000,12
50 Ways To Say Goodbye,2012,1998,14,2004,8
A Thousand Years,2012,1998,14,1980,32
A Woman Like You,2012,1998,14,1998,14
Adorn,2012,1998,14,2000,12
All Around The World,2012,1998,14,2007,5
All Gold Everything,2013,1999,14,2012,1
Alone With You,2012,1998,14,1980,32
Animals,2014,2000,14,1980,34
Anything Could Happen,2012,1998,14,1984,28
As Long As You Love Me,2012,1998,14,1999,13
Ass Back Home,2012,1998,14,2007,5
Ass Back Home,2012,1998,14,2007,5
Begin Again,2012,1998,14,1980,32
Birthday Cake,2012,1998,14,2012,0
Blackbird,2011,1997,14,2010,1
Blackout,2012,1998,14,2012,0
Blackout,2012,1998,14,2010,2
Blow Me (One Last Kiss),2012,1998,14,2002,10
Blown Away,2012,1998,14,1980,32
Blue Orchid,2005,1991,14,1980,25
Both Of Us,2012,1998,14,1999,13
Boyfriend,2012,1998,14,2013,1
Brighter Than The Sun,2012,1998,14,2012,0
Brokenhearted,2012,1998,14,2012,0
Burn It Down,2012,1998,14,2004,8
Buy Me A Boat,2015,2001,14,2015,0
Climax,2012,1998,14,2012,0
Come Over,2012,1998,14,2014,2
Cowboys And Angels,2012,1998,14,1980,32
Cruise,2012,1998,14,2012,0
Cruise,2012,1998,14,2012,0
Dance Again,2012,1998,14,2010,2
Dancin' Away With My Heart,2012,1998,14,1980,32
Dark Side,2012,1998,14,2012,0
Did It On'em,2011,1997,14,2011,0
Die In Your Arms,2012,1998,14,1980,32
Die Young,2012,1998,14,1992,20
Domino,2012,1998,14,2012,0
Don't Wake Me Up,2012,1998,14,1984,28
Don't Wanna Go Home,2011,1997,14,2003,8
Drank In My Cup,2012,1998,14,2012,0
Drink On It,2012,1998,14,2010,2
Drive By,2012,1998,14,2012,0
Eyes Open,2012,1998,14,1994,18
F**kin Problems,2013,1999,14,2012,1
Fastest Girl In Town,2012,1998,14,2000,12
Feel Again,2012,1998,14,2012,0
Feel This Moment,2013,1999,14,2013,0
Fly Over States,2012,1998,14,2012,0
Friday Night,2014,2000,14,2014,0
Get Me Bodied,2013,1999,14,2013,0
Get Your Shine On,2013,1999,14,2013,0
Get Your Shine On,2013,1999,14,2013,0
Girl On Fire,2012,1998,14,1980,32
Give Me All Your Luvin',2012,1998,14,2012,0
Give Your Heart A Break,2012,1998,14,2012,0
Glad You Came,2012,1998,14,1980,32
God Gave Me You,2011,1997,14,2003,8
Good Time,2012,1998,14,2012,0
Good Time,2012,1998,14,2012,0
Goodbye In Her Eyes,2012,1998,14,2012,0
Grenade,2011,1997,14,1997,14
Hard To Love,2012,1998,14,2012,0
Heart Like Mine,2011,1997,14,1980,31
Heartbeat,2012,1998,14,1989,23
Ho Hey,2012,1998,14,2012,0
Hold On We're Going Home,2013,1999,14,1980,33
Home,2012,1998,14,1980,32
I Don't Like It I Love It,2015,2001,14,2015,0
I Drive Your Truck,2013,1999,14,1980,33
I Like It Like That,2012,1998,14,2011,1
I Wanna Dance With Somebody,2012,1998,14,1980,32
I Won't Give Up,2012,1998,14,2012,0
It Goes Like This,2013,1999,14,1980,33
Kiss Tomorrow Goodbye,2012,1998,14,1980,32
Let Me Love You (Until You Learn To Love Yourself),2012,1998,14,2012,0
Let's Go,2012,1998,14,2011,1
Lights,2012,1998,14,2006,6
Little Drummer Boy,2013,1999,14,1992,21
Live While We're Young,2012,1998,14,2009,3
Locked Out Of Heaven,2012,1998,14,1980,32
Lotus Flower Bomb,2011,1997,14,2011,0
Love More,2013,1999,14,2013,0
Mama's Broken Heart,2013,1999,14,2013,0
Motivation,2011,1997,14,2011,0
My Hiita,2014,2000,14,2008,6
No Hurry,2012,1998,14,2004,8
No Mediocre,2014,2000,14,2014,0
No Type,2014,2000,14,2013,1
Not Over You,2012,1998,14,2011,1
Nothing,2011,1997,14,2000,11
One More Night,2012,1998,14,2009,3
Over,2012,1998,14,1980,32
Over You,2012,1998,14,2012,0
Over You,2012,1998,14,2012,0
Payphone,2012,1998,14,2006,6
Pretending,2011,1997,14,2010,1
Problem,2014,2000,14,2014,0
Radioactive,2013,1999,14,1989,24
Recovery,2013,1999,14,2003,10
Red,2012,1998,14,2012,0
Ronan,2012,1998,14,2008,4
Runaway Baby,2012,1998,14,2003,9
Runnin' Outta Moonlight,2013,1999,14,2011,2
Safe And Sound,2013,1999,14,1993,20
Say Something,2013,1999,14,1980,33
Say Something,2013,1999,14,1980,33
Set Fire To The Rain,2012,1998,14,1980,32
Settle Down,2012,1998,14,1995,17
Shadow Days,2012,1998,14,1980,32
Shake It Off,2014,2000,14,2014,0
Skyfall,2012,1998,14,2012,0
Slow Down,2013,1999,14,2011,2
Slow Motion,2015,2001,14,2008,7
Somebody That I Used To Know,2012,1998,14,2012,0
Somebody That I Used To Know,2012,1998,14,2012,0
Somethin' 'Bout A Truck,2012,1998,14,2012,0
Somewhere Only We Know,2011,1997,14,2010,1
Springsteen,2012,1998,14,2012,0
State Of Grace,2012,1998,14,2002,10
Stuck On A Feeling,2015,2001,14,2015,0
Sunny And 75,2013,1999,14,1996,17
Sure Thing,2011,1997,14,2011,0
Sweet Dreams,2009,1995,14,1980,29
Swimming Pools (Drank),2012,1998,14,2013,1
Take A Little Ride,2012,1998,14,2012,0
Take Care,2012,1998,14,2011,1
That's My Kind Of Night,2013,1999,14,2013,0
The A Team,2013,1999,14,2012,1
The A Team,2013,1999,14,2012,1
The One That Got Away,2012,1998,14,2005,7
The Other Side,2013,1999,14,1980,33
Thriller/Heads Will Roll,2011,1997,14,2010,1
Time Is Love,2012,1998,14,1980,32
Tonight Is The Night,2012,1998,14,2012,0
Too Close,2012,1998,14,1980,32
Try,2012,1998,14,2005,7
Turn Me On,2012,1998,14,2011,1
Turn On The Lights,2012,1998,14,1991,21
Unconditionally,2013,1999,14,2013,0
Under Pressure,2005,1991,14,1980,25
Waiting For The End,2011,1997,14,2011,0
Want U Back,2012,1998,14,2006,6
Wanted,2012,1998,14,1980,32
Wanted You More,2011,1997,14,1980,31
Wasted,2014,2000,14,2000,14
We Are Never Ever Getting Back Together,2012,1998,14,2006,6
We Are Young,2012,1998,14,1980,32
We Are Young,2012,1998,14,1980,32
We Dem Boyz,2014,2000,14,2011,3
We Found Love,2011,1997,14,1980,31
We Own It (Fast & Furious),2013,1999,14,2013,0
We Owned The Night,2011,1997,14,1980,31
We Run The Night,2012,1998,14,1982,30
Welcome To New York,2014,2000,14,1994,20
When We Stand Together,2011,1997,14,2011,0
Whistle,2012,1998,14,2012,0
You And I,2011,1997,14,1992,19
You're So Beautiful,2015,2001,14,1980,35
Young Girls,2014,2000,14,2012,2
Your Body,2012,1998,14,1980,32
22,2013,1998,15,2010,3
23,2013,1998,15,1993,20
23,2013,1998,15,1993,20
23,2013,1998,15,1993,20
#Beautiful,2013,1998,15,1980,33
Alive,2013,1998,15,1980,33
All Bad,2013,1998,15,2007,6
All I Want For Christmas Is You,2013,1998,15,1985,28
All Me,2013,1998,15,2010,3
All Of Me,2014,1999,15,1999,15
All That Matters,2013,1998,15,1980,33
Antidote,2015,2000,15,1998,17
Anywhere With You,2013,1998,15,2012,1
Applause,2013,1998,15,1995,18
Aw Naw,2013,1998,15,2007,6
Baby I,2013,1998,15,1980,33
Bad,2013,1998,15,2008,5
Bad,2013,1998,15,2008,5
Beat This Summer,2013,1998,15,1982,31
Beauty And A Beat,2013,1998,15,2010,3
Beneath Your Beautiful,2013,1998,15,1980,33
Berzerk,2013,1998,15,2009,4
Best Song Ever,2013,1998,15,2013,0
Better Dig Two,2013,1998,15,1996,17
Beware,2013,1998,15,2015,2
Bitch Don't Kill My Vibe,2013,1998,15,2012,1
Blurred Lines,2013,1998,15,2013,0
Body Party,2013,1998,15,1980,33
Boys 'Round Here,2013,1998,15,2010,3
Boys 'Round Here,2013,1998,15,2010,3
Burn,2013,1998,15,1980,33
Can't Hold Us,2013,1998,15,2013,0
Carolina,2013,1998,15,1980,33
Carry On,2013,1998,15,1980,33
Catch My Breath,2013,1998,15,2012,1
Chasing The Sun,2012,1997,15,1980,32
Clarity,2013,1998,15,2013,0
Clouds,2013,1998,15,2002,11
Come & Get It,2013,1998,15,2013,0
Confident,2013,1998,15,2002,11
Cool Kids,2014,1999,15,1980,34
Cop Car,2014,1999,15,1991,23
Crash My Party,2013,1998,15,1980,33
Crooked Smile,2013,1998,15,2013,0
Cruise (Remix),2013,1998,15,2012,1
Cups,2013,1998,15,1980,33
DONE,2013,1998,15,2013,0
DONE.,2013,1998,15,2013,0
Dark Horse,2013,1998,15,2013,0
Daylight,2013,1998,15,2013,0
Demons,2013,1998,15,2013,0
Diamonds,2012,1997,15,2012,0
Diana,2013,1998,15,1980,33
Dirt,2014,1999,15,2014,0
Do What U Want,2013,1998,15,2009,4
Doin' What She Likes,2014,1999,15,2014,0
Don't Stop,2014,1999,15,1980,34
Don't Tell 'Em,2014,1999,15,2014,0
Don't Ya,2013,1998,15,1980,33
Dope,2013,1998,15,1990,23
Downtown,2013,1998,15,2013,0
Drunk Last Night,2013,1998,15,1980,33
Drunk On You,2012,1997,15,2008,4
Even If It Breaks Your Heart,2012,1997,15,2014,2
Every Storm (Runs Out Of Rain),2013,1998,15,1980,33
Everybody Talks,2012,1997,15,1998,14
Everything Has Changed,2013,1998,15,1980,33
Fine China,2013,1998,15,2013,0
Get Lucky,2013,1998,15,2006,7
Get Me Some Of That,2014,1999,15,2014,0
Girl On Fire,2013,1998,15,1980,33
Give It 2 U,2013,1998,15,2010,3
Give It All We Got Tonight,2013,1998,15,1980,33
Good Feeling,2012,1997,15,2011,1
Good Felling,2012,1997,15,2011,1
Gorilla,2013,1998,15,2013,0
Habits (Stay High),2014,1999,15,2014,0
Hallelujah,2013,1998,15,2010,3
Heart Attack,2013,1998,15,2013,0
Heart Attack,2012,1997,15,2012,0
Heartbreaker,2013,1998,15,1980,33
Hey Girl,2013,1998,15,1980,33
Hey Mama,2015,2000,15,2015,0
Hey Porsche,2013,1998,15,2004,9
Hey Pretty Girl,2013,1998,15,1980,33
Highway Don't Care,2013,1998,15,1980,33
Highway Don't Care,2013,1998,15,1980,33
Hit The Quan,2015,2000,15,2014,1
Hit The Quan,2015,2000,15,2014,1
Hit The Quan,2015,2000,15,2014,1
Hold Tight,2013,1998,15,2008,5
Holy Grail,2013,1998,15,2013,0
I Don't F**k With You,2014,1999,15,2014,0
I Hold On,2014,1999,15,1994,20
I Knew You Were Trouble,2013,1998,15,1989,24
I Love It,2013,1998,15,1995,18
I Luv This Sh*t,2013,1998,15,2011,2
I Want Crazy,2013,1998,15,2013,0
If I Didn't Have You,2013,1998,15,1980,33
Just Give Me A Reason,2013,1998,15,2013,0
Leave The Night On,2014,1999,15,2007,7
Lego House,2013,1998,15,1985,28
Little Bit Of Everything,2013,1998,15,1994,19
Little Talks,2013,1998,15,2012,1
Little Talks,2013,1998,15,2012,1
Little Things,2013,1998,15,2012,1
Little Toy Guns,2015,2000,15,1992,23
Locked Olut Of Heaven,2013,1998,15,1980,33
Lose My Mind,2015,2000,15,1989,26
Love Somebody,2013,1998,15,1980,33
Love You Like A Love Song,2012,1997,15,2011,1
Love You Like That,2015,2000,15,2010,5
Madness,2013,1998,15,2013,0
Maps,2014,1999,15,1980,34
Marry Me,2013,1998,15,1996,17
Midnight Memories,2013,1998,15,1980,33
Mine Would Be You,2013,1998,15,2013,0
Mirrors,2013,1998,15,2013,0
My Songs Know What You Did In The Dark,2013,1998,15,2013,0
Na Na,2014,1999,15,2002,12
Night Train,2013,1998,15,2000,13
One Thing,2012,1997,15,1980,32
Pirate Flag,2013,1998,15,1998,15
Planes,2015,2000,15,2015,0
Play It Again,2014,1999,15,2014,0
Post To Be,2015,2000,15,2015,0
Power Trip,2013,1998,15,2013,0
Ready Or Not,2013,1998,15,2009,4
Right Now,2013,1998,15,2008,5
Roar,2013,1998,15,2013,0
Roller Coaster,2013,1998,15,1980,33
Rotten To The Core,2015,2000,15,2000,15
Round Here,2013,1998,15,1980,33
SOS,2006,1991,15,1980,26
Safe & Sound,2012,1997,15,1980,32
Sail,2013,1998,15,1980,33
See You Again,2013,1998,15,1980,33
She Knows,2015,2000,15,2015,0
She Looks So Perfect,2014,1999,15,2013,1
Something In The Water,2014,1999,15,1980,34
Stay,2013,1998,15,2011,2
Stay,2013,1998,15,2013,0
Steal My Girl,2014,1999,15,1980,34
Still Into You,2013,1998,15,2013,0
Story Of My Life,2013,1998,15,1980,33
Summer,2014,1999,15,1980,34
Summertime Sadness,2013,1998,15,2013,0
Summertime Sadness,2013,1998,15,2013,0
Sure Be Cool If You Did,2013,1998,15,1980,33
Sweater Weather,2013,1998,15,2013,0
Sweater Weather,2013,1998,15,2013,0
Sweeter Than Fiction,2013,1998,15,1980,33
TKO,2013,1998,15,2013,0
Take Back The Night,2013,1998,15,1995,18
The Hanging Tree,2014,1999,15,1980,34
The Only Way I Know,2013,1998,15,1980,33
The Way,2013,1998,15,1980,33
Timber,2014,1999,15,2012,2
Treasure,2013,1998,15,1980,33
Troublemaker,2013,1998,15,2013,0
Truffle Butter,2015,2000,15,2015,0
Trumpets,2014,1999,15,2008,6
Try,2013,1998,15,2005,8
Wagon Wheel,2013,1998,15,2013,0
Walking On Air,2013,1998,15,1992,21
We Can't Stop,2013,1998,15,2011,2
We Were Us,2013,1998,15,2013,0
What Makes You Beautiful,2012,1997,15,2012,0
What Now,2013,1998,15,2013,0
Whatever She's Got,2014,1999,15,2013,1
When I Was Your Man,2013,1998,15,1980,33
Where Have You Been,2012,1997,15,1980,32
Without You,2012,1997,15,2010,2
Worth It,2015,2000,15,1995,20
You're Beautiful,2006,1991,15,1980,26
23,2014,1998,16,1993,21
23,2014,1998,16,1993,21
#SELFIE,2014,1998,16,1988,26
*** Flawless,2014,1998,16,2002,12
0 To 100/The Catch Up,2014,1998,16,2013,1
19 You + Me,2014,1998,16,2000,14
11-Jul,2014,1998,16,2002,12
A Sky Full Of Stars,2014,1998,16,1980,34
About The Money,2014,1998,16,2010,4
Afire Love,2014,1998,16,1983,31
Ain't It Fun,2014,1998,16,1996,18
All About That Bass,2014,1998,16,1980,34
Am I Wrong,2014,1998,16,1980,34
American Kids,2014,1998,16,1995,19
Amnesia,2014,1998,16,1980,34
Anaconda,2014,1998,16,1998,16
Animals,2014,1998,16,2002,12
Automatic,2014,1998,16,1994,20
Ayo,2015,1999,16,2007,8
B**** Better Have My Money,2015,1999,16,2011,4
Baby Don't Lie,2014,1998,16,1980,34
Back To Back,2015,1999,16,2013,2
Bang Bang,2014,1998,16,2011,3
Bartender,2014,1998,16,1980,34
Beachin',2014,1998,16,2008,6
Beat Of The Music,2014,1998,16,1980,34
Beg For It,2015,1999,16,2014,1
Believe Me,2014,1998,16,2011,3
Best Day Of My Life,2014,1998,16,1986,28
Best Mistake,2014,1998,16,2000,14
Birthday,2014,1998,16,2002,12
Black Widow,2014,1998,16,1985,29
Blame,2014,1998,16,1980,34
Blank Space,2014,1998,16,1990,24
Boom Clap,2014,1998,16,2014,0
Booty,2014,1998,16,2014,0
Bottoms Up,2014,1998,16,2014,0
Boyz-N-The-Hood,2015,1999,16,2012,3
Brave,2014,1998,16,2013,1
Break Free,2014,1998,16,1980,34
Burn,2014,1998,16,1980,34
Burnin' It Down,2014,1998,16,2014,0
Can't Remember To Forget You,2014,1998,16,2002,12
Chandelier,2014,1998,16,1980,34
Chillin' It,2014,1998,16,2013,1
Classic,2014,1998,16,2014,0
Come Get It Bae,2014,1998,16,2015,1
Come With Me Now,2014,1998,16,1980,34
Compass,2014,1998,16,2014,0
Counting Stars,2014,1998,16,1988,26
Dark Horse,2014,1998,16,2013,1
Day Drinking,2014,1998,16,1995,19
Don't,2014,1998,16,2008,6
Drink A Beer,2014,1998,16,1980,34
Drink To That All Night,2014,1998,16,1980,34
Drunk On A Plane,2014,1998,16,2014,0
Everything I Didn't Say,2014,1998,16,1980,34
Fancy,2014,1998,16,2014,0
Feel So Close,2012,1996,16,1980,32
Fireball,2014,1998,16,2014,0
Girl Crush,2015,1999,16,2008,7
Give Me Back My Hometown,2014,1998,16,2012,2
Gone Gone Gone,2013,1997,16,2013,0
Good Girls,2014,1998,16,1996,18
Happy,2014,1998,16,1980,34
Headlights,2014,1998,16,2007,7
Hey Brother,2014,1998,16,1987,27
Hold You Down,2014,1998,16,2014,0
Honey I'm Good.,2015,1999,16,2009,6
Hope You Get Lonely Tonight,2014,1998,16,2014,0
Human,2014,1998,16,1980,34
I Don't Dance,2014,1998,16,2014,0
I Don't Mind,2015,1999,16,2014,1
I Need Your Love,2013,1997,16,1980,33
I Need Your Love,2013,1997,16,1980,33
I See You,2015,1999,16,2008,7
I'm Not The Only One,2014,1998,16,2014,0
Invisible,2014,1998,16,1982,32
It Was Always You,2014,1998,16,1980,34
It's Time,2013,1997,16,1993,20
Kiss Me Kiss Me,2014,1998,16,1980,34
Lean On,2015,1999,16,1980,35
Let Her Go,2014,1998,16,1980,34
Lettin' The Night Roll,2014,1998,16,2002,12
Life Of The Party,2014,1998,16,1980,34
Locked Away,2015,1999,16,2015,0
Love Is An Open Door,2014,1998,16,2012,2
Love Me Again,2014,1998,16,1980,34
Love Me Harder,2014,1998,16,2001,13
Love Never Felt So Good,2014,1998,16,1980,34
Love Runs Out,2014,1998,16,2014,0
Magic,2014,1998,16,1980,34
Mary Did You Know?,2014,1998,16,1993,21
Me And My Broken Heart,2014,1998,16,1990,24
Me Love,2007,1991,16,1980,27
Meanwhile Back At Mama's,2014,1998,16,2010,4
My Eyes,2014,1998,16,1998,16
Neon Light,2014,1998,16,1996,18
New Flame,2014,1998,16,2014,0
Night Changes,2014,1998,16,1980,34
Not A Bad Thing,2014,1998,16,1980,34
One Of Those Nights,2013,1997,16,2001,12
Out Of The Woods,2014,1998,16,2003,11
Part Of Me,2012,1996,16,2010,2
Pills N Potions,2014,1998,16,2014,0
Prisoner,2015,1999,16,1980,35
Really Don't Care,2014,1998,16,2014,0
Roller Coaster,2014,1998,16,2006,8
Rude,2014,1998,16,2011,3
Shotgun Rider,2015,1999,16,2014,1
Show Me,2014,1998,16,1993,21
Shower,2014,1998,16,2014,0
Sing,2014,1998,16,2014,0
Slave To The Rhythm,2014,1998,16,2007,7
Somewhere In My Car,2014,1998,16,1980,34
Stay With Me,2014,1998,16,1980,34
Studio,2014,1998,16,2002,12
Style,2015,1999,16,1980,35
Sweet Annie,2013,1997,16,1980,33
Sweet Nothing,2013,1997,16,2003,10
Sweet Nothing,2013,1997,16,2003,10
Talladega,2015,1999,16,1997,18
The Heart Wants What It Wants,2014,1998,16,1987,27
The Man,2014,1998,16,1999,15
The Night Is Still Young,2015,1999,16,2015,0
The Worst,2014,1998,16,2014,0
This Could Be Us,2015,1999,16,2010,5
This Is How We Roll,2014,1998,16,2014,0
This Is How We Roll,2014,1998,16,2014,0
Throw Sum Mo,2015,1999,16,2015,0
Time Of Our Lives,2015,1999,16,2015,0
Tonight Looks Good On You,2015,1999,16,1980,35
Two Black Cadillacs,2013,1997,16,2013,0
Uptown Funk!,2015,1999,16,2014,1
Venus,2013,1997,16,1985,28
Wake Me Up!,2013,1997,16,1980,33
Wasted Love,2015,1999,16,1980,35
Wasting All These Tears,2013,1997,16,2015,2
Waves,2014,1998,16,1980,34
We Might Be Dead By Tomorrow,2014,1998,16,1980,34
What Do You Mean?,2015,1999,16,2010,5
When She Says Baby,2014,1998,16,2014,0
Who I Am With You,2014,1998,16,1980,34
Who You Love,2014,1998,16,1980,34
With Love,2007,1991,16,1980,27
Wrecking Ball,2013,1997,16,2013,0
Yeah,2014,1998,16,2009,5
Yellow Flicker Beat,2014,1998,16,1991,23
You Don't Know Her Like I Do,2012,1996,16,1980,32
Young And Beautiful,2013,1997,16,2013,0
679,2015,1998,17,2015,0
Adore You,2014,1997,17,1980,34
Again,2015,1998,17,2015,0
Ain't Worth The Whiskey,2015,1998,17,1980,35
All Day,2015,1998,17,2011,4
All Eyes On You,2015,1998,17,2003,12
Bad Blood,2015,1998,17,1989,26
Be Real,2015,1998,17,2008,7
Believe,2015,1998,17,1980,35
Billie Jean,2008,1991,17,1980,28
Blessings,2015,1998,17,2013,2
Break Up In A Small Town,2015,1998,17,1987,28
Break Up With Him,2015,1998,17,2012,3
Budapest,2015,1998,17,2015,0
Burning House,2015,1998,17,2013,2
Can't Feel My Face,2015,1998,17,2004,11
Centuries,2015,1998,17,2014,1
Chains,2015,1998,17,2015,0
Cheerleader,2015,1998,17,1988,27
Classic Man,2015,1998,17,2015,0
Confident,2015,1998,17,2013,2
Cool For The Summer,2015,1998,17,2015,0
Crash And Burn,2015,1998,17,1980,35
Dear Future Husband,2015,1998,17,2015,0
Die A Happy Man,2015,1998,17,1980,35
Don't It,2015,1998,17,1980,35
Don't You Worry Child,2013,1996,17,1980,33
Drag Me Down,2015,1998,17,1980,35
Earned It (Fifty Shades Of Grey),2015,1998,17,2006,9
Elastic Heart,2015,1998,17,1980,35
Ex's & Oh's,2015,1998,17,2015,0
Fight Song,2015,1998,17,2015,0
Flex (Ooh Ooh Ooh),2015,1998,17,2015,0
Focus,2015,1998,17,2014,1
FourFiveSeconds,2015,1998,17,2013,2
Fun,2015,1998,17,2004,11
Ghost,2015,1998,17,1980,35
Glory,2015,1998,17,2004,11
Good For You,2015,1998,17,2015,0
Hallelujah,2015,1998,17,1980,35
Heartbeat Song,2015,1998,17,1980,35
Hello,2015,1998,17,1980,35
Heroes (We Could Be),2015,1998,17,2001,14
Homegrown,2015,1998,17,1980,35
Hotline Bling,2015,1998,17,2013,2
House Party,2015,1998,17,2015,0
I Bet,2015,1998,17,2009,6
I Bet My Life,2015,1998,17,1980,35
I Lived,2015,1998,17,1980,35
I Really Like You,2015,1998,17,1980,35
I Want You To Know,2015,1998,17,2015,0
I'm Comin' Over,2015,1998,17,1980,35
Jealous,2015,1998,17,2014,1
La La La,2014,1997,17,2014,0
Lay Me Down,2015,1998,17,2012,3
Levels,2015,1998,17,2015,0
Lonely Eyes,2015,1998,17,2002,13
Lonely Tonight,2015,1998,17,1980,35
Love Me Like You Mean It,2015,1998,17,1980,35
Love Myself,2015,1998,17,1980,35
Loving You Easy,2015,1998,17,1980,35
Make It Rain,2014,1997,17,1980,34
Make Me Wanna,2015,1998,17,2014,1
My Baby's Got A Smile On Her Face,2015,1998,17,2001,14
My Way,2015,1998,17,2015,0
Neon Lights,2014,1997,17,1980,34
On My Mind,2015,1998,17,2015,0
One Hell Of An Amen,2015,1998,17,1980,35
One Last Time,2015,1998,17,2014,1
Only One,2015,1998,17,2015,0
Outside,2015,1998,17,1980,35
Perfect,2015,1998,17,2002,13
Please,2015,1998,17,1980,35
Pompeii,2014,1997,17,2010,4
Pretty Girls,2015,1998,17,2015,0
Royals,2013,1996,17,2013,0
Same Old Love,2015,1998,17,1980,35
Sangria,2015,1998,17,2015,0
Santa Tell Me,2015,1998,17,2015,0
See You Again,2015,1998,17,2001,14
Shut Up And Dance,2015,1998,17,2015,0
Sledgehammer,2015,1998,17,2015,0
Smoke,2015,1998,17,1987,28
Smoke Break,2015,1998,17,2015,0
Somebody,2015,1998,17,2015,0
Sorry,2015,1998,17,2010,5
Stitches,2015,1998,17,1993,22
Stolen Dance,2015,1998,17,2010,5
Straght Outta Compton,2015,1998,17,2002,13
Strip It Down,2015,1998,17,1980,35
Sugar,2015,1998,17,1980,35
Sun Daze,2015,1998,17,2002,13
Take Your Time,2015,1998,17,2015,0
Talking Body,2015,1998,17,1980,35
Tennessee Whiskey,2015,1998,17,1999,16
This Summer's Gonna Hurt...,2015,1998,17,2014,1
Want To Want Me,2015,1998,17,2012,3
Where Are U Now,2015,1998,17,2015,0
You Know You Like It,2015,1998,17,2015,0
Bright,2015,1997,18,2009,6
Conqueror,2015,1997,18,1980,35
Don't Stop The Music,2008,1990,18,1980,28
Let It Go,2014,1996,18,2014,0
Like I'm Gonna Lose You,2015,1997,18,1980,35
Love Me Like You Do,2015,1997,18,2015,0
Oh Sweet Lorraine,2013,1995,18,1995,18
Photograph,2015,1997,18,1995,20
Prayer In C,2015,1997,18,2010,5
She's Kinda Hot,2015,1997,18,1997,18
