@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"Fall Into Me",202.0,0.39603960396039606,"you","me","and","fall","into","to","come","in","need","that","fall into","into me","come and","and fall","here waiting","waiting staying","staying strong","strong come","believe in","right here","fall into me","come and fall","and fall into","waiting staying strong","staying strong come","strong come and","right here waiting","here waiting staying","just believe in","i need you",51,10,12,39,0,17,8,22,24,1,16,0,2,3079.630259604958,early2000s,top40
"Fallen",273.0,0.45787545787545786,"i","i've","so","the","and","to","know","up","don't","me","i have","i've messed","messed up","up better","better i","i should","should know","don't come","come 'round","'round here","i've messed up","messed up better","up better i","better i should","i should know","don't come 'round","come 'round here","'round here and","here and tell","and tell me",75,13,19,39,1,42,8,18,26,0,31,0,1,3081.763893609789,mid2000s,top50
"Fallen Angel",321.0,0.42990654205607476,"her","the","all","it","mama's","lose","big","fallen","angel","a","it all","mama's fallen","fallen angel","angel lose","win big","big mama's","lose big","big livin","livin out","out her","mama's fallen angel","fallen angel lose","win big mama's","big mama's fallen","angel lose big","lose big livin","big livin out","livin out her","out her lies","her lies wants",39,9,37,42,0,78,4,45,26,0,39,0,2,3079.727894044233,late1980s,top20
"Fallin'",191.0,0.3036649214659686,"i","you","love","fallin","in","and","with","out","of","never","love with","with you","fallin in","in and","and out","out of","of love","you i","i never","i love","love with you","fallin in and","in and out","and out of","out of love","of love with","with you i","you i never","i never loved","never loved someone",30,7,3,40,0,40,0,40,18,1,10,0,2,3081.6540272299276,early2000s,top10
"Fallin' For You",359.0,0.23676880222841226,"i","you","i'm","fallin","for","to","my","what","think","all","fallin for","for you","i'm fallin","i think","you i","think i'm","don't know","i don't","i've been","know what","fallin for you","i'm fallin for","i think i'm","think i'm fallin","i don't know","know what to","what to do","to do i","do i think","you i don't",87,13,7,83,0,52,12,43,22,2,28,0,10,3088.351927514448,late2000s,top20
"Falling",323.0,0.2786377708978328,"falling","i","you","help","can't","myself","i'm","just","for","and","can't help","help myself","i'm falling","just can't","falling for","for you","i just","and i","baby i'm","myself baby","can't help myself","just can't help","falling for you","i just can't","and i just","baby i'm falling","help myself baby","myself baby i'm","for you and","you and i",76,14,6,69,1,65,3,29,32,1,24,0,3,3098.089840612184,mid1990s,top20
"Falling In Love (Is Hard On The Knees)",422.0,0.35308056872037913,"so","you're","you","bad","in","the","love","i","but","on","you're so","so bad","bad you're","in love","falling in","love is","is so","so hard","hard on","on the","you're so bad","so bad you're","bad you're so","falling in love","in love is","love is so","is so hard","so hard on","hard on the","on the knees",73,14,46,48,2,87,5,54,38,1,46,1,7,3102.1855809435315,late1990s,top40
"Falling In Love (Uh-Oh)",253.0,0.31225296442687744,"doc","doctor","","me","beat","you","don't","know","help","i","doc doc","doctor beat","doc doctor","","don't know","beat","help me","doc","move my","know don't","doc doc doc","doc doc doctor","doc doctor beat","doctor beat","beat","doc","doc doc","makes me move","me move my","don't know don't",55,2,5,36,0,98,4,11,10,1,28,0,3,3111.668368854189,late1980s,top30
"Falls Apart",253.0,0.41106719367588934,"runaway","you","hold","want","but","is","you're","away","apart","leaving","runaway runaway","hold you","but you're","want hold","runaway want","you're leaving","leaving today","you but","going away","falls apart","runaway runaway runaway","runaway runaway want","runaway want hold","but you're leaving","you're leaving today","hold hold you","hold you but","want hold you","hold you tomorrow","you tomorrow but",56,14,13,36,0,59,3,11,33,0,23,0,5,3114.1098764390845,early2000s,top30
"Falsetto",455.0,0.3230769230769231,"ahh","ooo","a","in","she","like","it","falsetto","baby","eh","ahh ahh","in a","a falsetto","falsetto she","she like","like ooo","ooo ooo","ooo baby","baby ahh","grind it","ahh ahh ahh","in a falsetto","a falsetto she","falsetto she like","she like ooo","like ooo ooo","ooo ooo baby","ooo baby ahh","baby ahh ahh","ahh ahh in",49,4,26,57,0,131,5,64,47,4,67,0,1,3115.2690436577304,late2000s,top30
"Fame",282.0,0.30851063829787234,"remember","i'm","gonna","fame","me","it","you","to","the","my","remember remember","i'm gonna","fame i'm","gonna live","live forever","remember my","my name","me and","make it","gonna make","remember remember remember","fame i'm gonna","i'm gonna live","gonna live forever","remember my name","i'm gonna make","gonna make it","make it to","it to heaven","to heaven light",73,7,12,44,0,64,9,27,19,0,21,0,6,3124.0857617775155,early1980s,top10
"Family Affair",553.0,0.2603978300180832,"get","in","you","let's","it","so","dance","this","for","me","let's get","get it","in this","this dancery","dance for","for me","it crunk","have fun","gots to","don't need","in this dancery","let's get it","dance for me","get it crunk","don't need no","it crunk upon","crunk upon have","upon have fun","have fun upon","fun upon up",114,10,34,78,1,116,12,79,57,0,51,0,1,3129.5112698245985,early2000s,top10
"Family Man",284.0,0.36619718309859156,"she","he","me","a","man","leave","alone","i'm","family","her","leave me","me alone","alone i'm","i'm a","a family","family man","he said","said leave","man and","man if","leave me alone","me alone i'm","alone i'm a","i'm a family","a family man","he said leave","said leave me","family man and","family man if","man if you",60,9,12,78,0,47,2,28,26,0,22,0,0,3137.153786464778,early1980s,top10
"Family Portrait",665.0,0.26165413533834586,"i","we","don't","be","i'll","can","it","to","leave","pretty","can we","don't leave","look pretty","i promise","we look","i'll be","we work","promise i'll","family portrait","work it","we look pretty","can we work","i promise i'll","in our family","our family portrait","we work it","work it out?","look pretty happy","can we be","we be a",157,9,35,103,1,152,13,46,84,5,56,0,4,3130.5250491775837,early2000s,top20
"Fancy",907.0,0.3340683572216097,"you","done","oh","fancy","huh?","go","the","everything","hair","and","oh you","you fancy","fancy huh?","huh? oh","go go","done hair","hair done","done everything","everything did","nails done","oh you fancy","you fancy huh?","fancy huh? oh","huh? oh you","done hair done","hair done everything","go go go","done everything did","nails done hair","fancy huh? nail",203,24,73,144,2,236,16,112,33,1,57,0,6,3138.3334237429585,early2010s,top30
"Fancy",411.0,0.5012165450121655,"that","the","i","you","on","my","it","","i'm","in","that do","on my","cup of","do that","who that","that who","who that?","i'm so","so fancy","get my","that do that","who that who","that who that?","my money on","money on time","on time if","time if they","if they not","they not money","not money decline",76,6,24,49,0,97,4,49,30,0,66,0,10,3141.3008816357155,mid2010s,top10
"Fantastic Voyage",502.0,0.3207171314741036,"you","and","a","on","the","to","come","along","ride","do","come along","and ride","ride on","do you","you wanna","on a","to the","along and","a fantastic","fantastic voyage","and ride on","do you wanna","come along and","along and ride","ride on a","on a fantastic","a fantastic voyage","the land of","land of funk","to the land",101,23,30,47,2,121,18,63,37,1,53,0,6,3140.4325781868156,mid1990s,top10
"Fantasy",214.0,0.40186915887850466,"fantasy","you","life","is","a","just","this","the","see","can","life is","just a","a fantasy","is just","fantasy can","can you","you live","live this","this fantasy","fantasy life?","just a fantasy","life is just","is just a","a fantasy can","fantasy can you","can you live","you live this","live this fantasy","this fantasy life?","fantasy life? life",40,4,9,25,0,61,2,12,19,0,39,0,3,3140.7866017356555,early1980s,top30
"Fantasy",477.0,0.1719077568134172,"do","sweet","shoe","and","on","my","you","baby","yeah","fantasy","do do","shoe do","do shoe","do yeah","sweet sweet","sweet fantasy","fantasy baby","and on","on and","yeah shoe","do do do","shoe do do","do do shoe","do shoe do","do do yeah","sweet sweet fantasy","sweet fantasy baby","on and on","yeah shoe do","do yeah shoe",209,28,29,45,0,65,1,33,32,12,16,0,7,3151.916999334664,mid1990s,top10
"Far Away",281.0,0.302491103202847,"you","i","far","me","know","for","away","to","too","long","you know","far away","know you","too long","away for","for far","far too","been far","you anymore","hold on","you know you","know you know","away for far","for far too","far too long","far away for","been far away","hold on to","on to me","to me never",83,8,7,60,5,19,8,23,51,0,15,0,2,3154.4480438574633,mid2000s,top10
"Far Behind",377.0,0.3209549071618037,"you","but","maybe","i","no","they","now","left","to","the","now maybe","no no","but you","maybe i","but i","it anyway","i didn't","didn't mean","mean to","to treat","now maybe i","i didn't mean","didn't mean to","mean to treat","to treat you","left me far","me far behind","bad but i","but i did","i did it",82,22,15,85,0,33,8,25,54,13,31,0,9,3159.572251818992,mid1990s,top20
"Far From Over",117.0,0.4188034188034188,"i","am","over","me","i'm","down","in","runnin","darlin","but","i am","runnin over","me darlin","darlin i","am down","down but","but i","am far","far from","from over","save me darlin","me darlin i","darlin i am","i am down","am down but","down but i","but i am","i am far","am far from","far from over",25,5,2,27,0,21,0,17,12,0,8,0,0,3162.024612579763,early1980s,top10
"Farewell My Summer Love",250.0,0.384,"farewell","you","my","summer","love","i","yeah","forget","ooh","girl","farewell my","my summer","summer love","love farewell","forget you","farewell girl","girl i","i won't","won't forget","you farewell","farewell my summer","my summer love","summer love farewell","love farewell girl","girl i won't","i won't forget","won't forget you","forget you farewell","you farewell my","farewell girl i",31,5,9,54,0,82,3,28,13,2,20,0,3,3170.8033607880466,mid1980s,top40
"Farmer's Daughter",361.0,0.481994459833795,"the","i","and","was","got","on","of","my","that","in","i was","the farmer's","farmer's daughter","in the","on the","on my","just when","when i","get no","no hotter","the farmer's daughter","get no hotter","no hotter i","just when i","it couldn't get","couldn't get no","when i thought","i thought it","thought it couldn't","feedin the hogs",70,18,17,51,1,79,4,35,26,0,55,0,5,3173.7409298575653,early2010s,top50
"Fascinated",155.0,0.44516129032258067,"i","u","want","me","2","love","on","make","come","fascinated","i want","want 2","come on","fascinated by","2 b","i'm fascinated","2 do","by your","your love","make me","i want 2","i'm fascinated by","want 2 b","want 2 do","fascinated by your","by your love","make me feel","come on come","on come on","come on i",37,6,3,25,7,34,2,14,11,0,14,0,2,3175.6862680276045,late1980s,top30
"Fascination Street",176.0,0.4147727272727273,"on","your","pull","down","fascination","street","and","you","to","just","pull on","on your","on fascination","fascination street","down on","just pull","and let's","opening time","time down","street down","pull on your","on fascination street","down on fascination","just pull on","opening time down","time down on","fascination street down","street down on","fascination street so","on your hair",33,9,4,24,0,44,5,33,11,1,10,0,2,3175.711536078642,late1980s,top50
"Fast Car",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","street our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","fascination street our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,3175.2619155790517,late1980s,top10
